B06012_001E,B06012_002E,state,county
63997.0,7079.0,36,113
45150.0,6209.0,36,023
279264.0,25562.0,36,027
725118.0,107724.0,36,055
220645.0,36789.0,36,065
172679.0,22480.0,36,111
82699.0,13179.0,36,015
58549.0,8720.0,36,051
55801.0,9106.0,36,077
44904.0,5826.0,36,039
292086.0,37749.0,36,001
42669.0,7284.0,36,003
75962.0,13265.0,36,009
66888.0,7932.0,36,053
150899.0,18055.0,36,093
58177.0,7245.0,36,037
23877.0,3319.0,36,123
19094.0,4646.0,37,079
14898.0,2688.0,37,121
14289.0,3491.0,37,041
10738.0,2089.0,37,005
,,72,009
,,72,059
,,72,079
,,72,121
,,72,027
,,72,055
,,72,091
,,72,103
,,72,125
,,72,141
,,72,015
,,72,033
,,72,115
,,72,057
,,72,049
,,72,063
,,72,017
,,72,087
,,72,061
,,72,005
,,72,053
,,72,109
,,72,117
,,72,007
,,72,021
,,72,031
,,72,035
,,72,065
,,72,069
,,72,075
,,72,101
,,72,097
,,72,133
,,72,139
,,72,047
,,72,095
,,72,111
,,72,113
,,72,131
162961.0,17560.0,18,127
20433.0,2013.0,18,147
167830.0,36513.0,18,157
301103.0,15381.0,18,057
37975.0,4728.0,18,087
61158.0,3719.0,18,011
36510.0,4635.0,18,107
112188.0,11153.0,18,019
26069.0,4358.0,18,021
22799.0,2591.0,18,047
42738.0,6317.0,18,071
25226.0,2451.0,18,129
15464.0,2077.0,18,165
359216.0,54545.0,18,003
74979.0,9050.0,18,043
144953.0,13473.0,18,081
32742.0,3610.0,18,051
19180.0,3154.0,18,117
46110.0,5351.0,18,099
12088.0,1447.0,18,009
23294.0,3267.0,18,143
197671.0,29381.0,18,039
37421.0,5640.0,18,017
64765.0,12903.0,18,177
14648.0,1289.0,19,023
14973.0,1612.0,19,079
12252.0,1585.0,19,175
7402.0,775.0,19,195
7090.0,687.0,19,001
11983.0,1073.0,19,037
16741.0,1153.0,19,059
10091.0,1296.0,19,107
16918.0,2195.0,19,171
10246.0,1509.0,19,069
18152.0,1162.0,19,031
15773.0,2219.0,19,067
11088.0,1392.0,19,115
9477.0,1286.0,19,091
21645.0,1947.0,19,183
11232.0,1321.0,19,035
39399.0,6574.0,19,057
14932.0,1454.0,19,109
42119.0,4802.0,19,139
450260.0,55972.0,19,153
99440.0,14084.0,19,193
19236.0,2653.0,19,097
34247.0,5615.0,19,111
46321.0,3402.0,19,181
24488.0,2111.0,19,149
16063.0,1907.0,19,041
17119.0,1645.0,19,055
6298.0,924.0,19,185
167853.0,20413.0,19,163
5931.0,1010.0,20,181
7556.0,756.0,20,193
5588.0,492.0,20,127
4972.0,673.0,20,163
2069.0,281.0,20,025
5646.0,771.0,20,077
31938.0,6671.0,20,111
5791.0,423.0,20,145
2216.0,235.0,46,107
38229.0,4279.0,39,021
155180.0,19929.0,39,057
60659.0,11183.0,39,087
14485.0,2936.0,39,115
21981.0,2440.0,39,175
74772.0,9584.0,39,043
44763.0,6258.0,39,091
532511.0,75894.0,39,153
48224.0,4600.0,39,149
35946.0,5176.0,39,171
101206.0,15946.0,39,029
41932.0,4688.0,39,051
29549.0,6334.0,39,053
225694.0,40823.0,39,099
73304.0,17569.0,39,145
34626.0,3816.0,39,117
40909.0,5536.0,39,135
100683.0,16228.0,39,003
41775.0,6566.0,39,033
38905.0,7722.0,39,059
40300.0,3347.0,39,107
132847.0,23792.0,39,023
294509.0,41156.0,39,093
516898.0,95684.0,39,113
215347.0,11581.0,39,165
95570.0,18735.0,39,007
44398.0,7919.0,40,071
13909.0,2458.0,40,035
127339.0,10237.0,40,017
10221.0,1957.0,40,077
20981.0,2814.0,40,139
10979.0,2414.0,40,127
10737.0,2272.0,40,069
5393.0,547.0,40,007
11993.0,2373.0,40,063
114927.0,19294.0,40,031
21906.0,6595.0,40,001
43850.0,6798.0,40,137
47619.0,7395.0,40,019
5035.0,957.0,40,055
19837.0,3757.0,40,091
13385.0,1925.0,40,099
30901.0,6957.0,40,115
75711.0,8206.0,40,145
28327.0,5883.0,40,015
65891.0,14085.0,40,101
37386.0,4312.0,36,121
43087.0,7551.0,40,013
32859.0,2732.0,51,023
16978.0,3498.0,51,520
283925.0,44086.0,17,201
16375.0,927.0,17,147
5748.0,1051.0,17,153
21722.0,6972.0,01,099
33096.0,6050.0,01,079
148121.0,34085.0,01,081
29574.0,5509.0,01,093
19122.0,4575.0,01,107
12478.0,4582.0,01,119
644879.0,116750.0,01,073
13091.0,2743.0,01,023
31191.0,6951.0,01,059
19814.0,5504.0,01,091
57669.0,12423.0,01,113
25465.0,4188.0,01,019
37016.0,7031.0,01,039
13662.0,2484.0,01,041
40895.0,14027.0,01,047
157795.0,31907.0,08,101
40360.0,7278.0,08,085
27825.0,2986.0,08,087
16285.0,1022.0,08,093
6228.0,1409.0,08,109
144701.0,23633.0,08,077
11761.0,2422.0,08,099
856.0,96.0,08,053
647099.0,73012.0,08,041
4510.0,529.0,08,121
14380.0,1523.0,08,049
611958.0,65383.0,08,005
17957.0,4154.0,08,089
62079.0,3667.0,08,014
535278.0,60817.0,10,003
207691.0,26765.0,10,005
166004.0,21866.0,10,001
624954.0,112060.0,11,001
834779.0,106796.0,09,009
183040.0,12706.0,09,005
80432.0,14137.0,37,027
152795.0,24269.0,37,035
95289.0,19866.0,37,045
100278.0,15205.0,37,049
53535.0,13750.0,37,065
55307.0,9109.0,37,077
123054.0,22461.0,37,085
50438.0,11545.0,37,093
109603.0,14559.0,37,089
4946.0,1108.0,37,095
165885.0,22114.0,37,097
996602.0,141024.0,37,119
19727.0,5616.0,37,131
168687.0,41412.0,37,147
134439.0,24142.0,37,159
43667.0,11177.0,37,181
26860.0,5247.0,37,039
24690.0,2468.0,37,053
214741.0,20772.0,37,179
67731.0,14278.0,37,193
92224.0,16057.0,37,127
35952.0,6240.0,37,003
35037.0,2885.0,37,055
19283.0,4662.0,37,185
80062.0,18043.0,37,195
11548.0,1391.0,37,073
8536.0,1650.0,37,075
20067.0,3337.0,37,115
12191.0,1773.0,37,137
19990.0,2902.0,37,149
140911.0,23757.0,37,151
45853.0,7052.0,37,169
12342.0,2916.0,37,187
10677.0,1731.0,37,043
314518.0,55235.0,37,051
496567.0,87165.0,37,081
37458.0,8646.0,37,099
37536.0,6521.0,37,139
131026.0,40313.0,37,155
13990.0,3277.0,37,173
975560.0,105133.0,37,183
24049.0,5484.0,37,007
44005.0,8814.0,37,111
61270.0,9967.0,37,069
10040.0,2285.0,37,103
33654.0,6183.0,37,113
118103.0,17992.0,37,019
32030.0,4598.0,37,175
46985.0,8215.0,37,013
54131.0,12443.0,37,047
79050.0,11907.0,37,109
26636.0,5821.0,37,123
129358.0,18713.0,37,135
44288.0,11443.0,37,153
62915.0,15207.0,37,163
71711.0,12801.0,37,171
,,72,135
,,72,137
,,72,147
,,72,151
,,72,025
,,72,029
,,72,043
,,72,051
,,72,019
,,72,129
,,72,011
,,72,039
,,72,045
,,72,073
,,72,081
,,72,119
,,72,127
,,72,145
,,72,093
1821.0,156.0,20,033
2623.0,241.0,20,063
33428.0,4180.0,20,079
5950.0,495.0,20,069
2591.0,324.0,20,017
7666.0,870.0,20,067
2759.0,264.0,20,109
22645.0,2045.0,20,149
63640.0,6171.0,20,015
54025.0,7986.0,20,169
6834.0,459.0,20,197
3126.0,726.0,20,207
3623.0,631.0,20,141
36385.0,5790.0,20,055
2336.0,254.0,20,097
5466.0,574.0,20,201
2943.0,297.0,20,129
26722.0,4137.0,20,009
7162.0,873.0,20,043
1672.0,148.0,20,101
11421.0,1243.0,20,115
9704.0,1408.0,20,013
66169.0,14347.0,20,161
18952.0,2131.0,20,041
16906.0,3259.0,21,079
88344.0,13138.0,21,037
24080.0,4857.0,21,081
26378.0,4778.0,21,141
21209.0,3846.0,21,167
84517.0,11582.0,01,115
196640.0,25551.0,01,003
102830.0,19415.0,01,069
191934.0,34470.0,01,125
50255.0,8219.0,01,031
31365.0,8074.0,01,109
14687.0,3528.0,21,225
34650.0,8615.0,21,035
95909.0,15599.0,21,059
45405.0,8696.0,21,101
13237.0,4381.0,21,109
28453.0,4426.0,21,163
59622.0,3566.0,21,185
16560.0,3875.0,21,203
20145.0,3420.0,21,003
77090.0,7904.0,21,029
5861.0,1566.0,21,075
15153.0,4784.0,21,119
30095.0,5914.0,21,177
7095.0,2896.0,21,237
26744.0,9776.0,21,013
6669.0,1484.0,21,057
6140.0,2360.0,21,129
11924.0,2606.0,21,061
8318.0,1718.0,21,023
44463.0,6185.0,21,179
18569.0,3541.0,21,155
124444.0,9856.0,21,015
30841.0,10613.0,21,121
23090.0,6889.0,21,133
61635.0,15528.0,21,195
10868.0,2476.0,51,830
29470.0,4625.0,51,035
52833.0,7569.0,51,191
23510.0,3770.0,51,139
150263.0,14688.0,51,510
131866.0,20596.0,51,650
223272.0,19528.0,51,013
22123.0,5297.0,51,027
135475.0,6880.0,51,179
206181.0,52470.0,51,760
11030.0,1477.0,51,057
41886.0,7466.0,51,185
15740.0,1364.0,51,685
6696.0,1238.0,51,183
41118.0,3557.0,51,683
23002.0,2158.0,51,775
12061.0,2979.0,51,037
8594.0,1534.0,51,081
262462.0,31605.0,53,067
3892.0,577.0,53,013
20797.0,3261.0,53,039
68020.0,11269.0,53,027
3981.0,562.0,53,069
91549.0,15441.0,53,025
748365.0,69695.0,53,061
12274.0,2254.0,54,089
34856.0,6398.0,54,025
26772.0,4386.0,54,057
16240.0,3142.0,54,041
8323.0,1545.0,54,075
26982.0,4568.0,54,083
5761.0,876.0,54,105
8970.0,2073.0,54,015
96058.0,21353.0,54,061
15841.0,3340.0,54,103
186226.0,29779.0,54,039
31082.0,4761.0,54,077
9888.0,1919.0,54,085
21423.0,5394.0,54,043
14040.0,2842.0,54,007
23407.0,6090.0,54,005
22332.0,4483.0,54,109
23052.0,5247.0,39,105
208556.0,37595.0,41,029
7110.0,1059.0,41,023
391880.0,36160.0,41,005
24878.0,3821.0,41,057
83079.0,16177.0,41,033
71825.0,12918.0,41,059
49103.0,6598.0,41,009
25173.0,3651.0,41,065
352773.0,69588.0,41,039
558379.0,61817.0,41,067
36954.0,5187.0,41,007
40715.0,5768.0,55,033
47811.0,7335.0,55,043
112101.0,9942.0,55,117
4374.0,1449.0,55,078
7034.0,1411.0,17,169
5719.0,768.0,17,175
17515.0,2845.0,17,045
15431.0,2553.0,17,005
53163.0,5908.0,17,007
33249.0,4340.0,17,011
14538.0,1663.0,17,015
48934.0,10711.0,17,029
17883.0,2192.0,17,033
21472.0,1954.0,17,083
5699.0,595.0,17,155
16059.0,1926.0,17,039
20136.0,3240.0,17,051
31655.0,3783.0,17,103
24035.0,2996.0,17,107
45358.0,5875.0,17,117
15763.0,2311.0,17,159
14111.0,1580.0,17,189
24252.0,3725.0,17,135
65315.0,8457.0,17,001
35853.0,3406.0,17,027
6496.0,760.0,17,047
36082.0,6392.0,17,081
76473.0,15093.0,17,183
65293.0,9724.0,17,199
15804.0,2576.0,17,023
33716.0,3634.0,17,049
33568.0,5232.0,17,057
8134.0,1219.0,17,065
48825.0,6019.0,17,073
10811.0,1363.0,17,087
685353.0,60664.0,17,097
34038.0,4364.0,17,105
5010.0,747.0,17,171
12873.0,1787.0,17,017
16376.0,2533.0,17,187
35106.0,4227.0,18,069
101906.0,17621.0,18,091
23872.0,2376.0,18,181
32376.0,2488.0,18,073
10103.0,1228.0,18,101
43502.0,5446.0,18,145
28084.0,2834.0,18,137
18857.0,3265.0,18,153
15258.0,1328.0,18,159
98754.0,20053.0,18,167
60346.0,5757.0,18,173
41994.0,5387.0,18,033
79013.0,9975.0,18,005
16602.0,2981.0,18,139
20178.0,2828.0,18,049
483288.0,84905.0,18,089
46561.0,5320.0,18,113
34021.0,6140.0,18,001
23216.0,4472.0,18,041
152953.0,7834.0,18,063
41491.0,3545.0,18,037
62948.0,12183.0,18,053
71249.0,5274.0,18,059
90480.0,16538.0,01,077
10474.0,3005.0,01,085
17395.0,4442.0,01,087
87161.0,12290.0,01,083
202821.0,17227.0,01,117
23500.0,4833.0,01,133
80126.0,13718.0,01,043
76191.0,10893.0,01,051
52043.0,9780.0,01,071
77517.0,16119.0,01,121
16591.0,3585.0,01,129
13106.0,2195.0,01,027
117554.0,19172.0,01,103
43301.0,8779.0,01,021
53910.0,8910.0,01,033
14345.0,2126.0,21,191
2131.0,520.0,21,201
17408.0,4606.0,21,207
17628.0,1782.0,21,215
11675.0,2060.0,21,229
11966.0,2931.0,21,011
7919.0,1298.0,21,007
42377.0,9066.0,21,009
26766.0,4381.0,21,021
10975.0,2151.0,21,087
8644.0,1481.0,21,091
27344.0,8857.0,21,095
10915.0,3538.0,21,159
104157.0,14847.0,21,093
24012.0,6049.0,21,137
9375.0,1718.0,21,149
10550.0,2749.0,21,171
23631.0,5003.0,21,183
11993.0,3115.0,21,197
12981.0,2615.0,21,233
12522.0,2647.0,21,033
15590.0,4114.0,21,045
67597.0,13719.0,21,047
25671.0,6212.0,21,085
15421.0,2661.0,21,103
45118.0,7280.0,21,107
58985.0,13475.0,21,125
30486.0,3201.0,21,157
26988.0,6777.0,21,173
6932.0,1804.0,21,181
10525.0,1858.0,21,187
49537.0,5309.0,21,209
113699.0,21838.0,21,227
19648.0,3347.0,21,017
46341.0,8795.0,21,019
8986.0,1909.0,21,055
298147.0,56444.0,21,067
22789.0,5964.0,21,115
6200.0,1495.0,21,165
11584.0,2889.0,21,175
26968.0,7394.0,21,193
62629.0,15643.0,21,199
19440.0,7961.0,21,051
17818.0,4146.0,21,001
871828.0,100830.0,09,003
259970.0,25645.0,09,011
135726.0,9223.0,09,013
923385.0,81553.0,09,001
880061.0,146252.0,12,031
23584.0,4559.0,12,007
198623.0,20243.0,12,019
7056.0,1272.0,12,067
76318.0,9702.0,12,089
924925.0,130727.0,12,103
290330.0,51945.0,12,111
37209.0,9776.0,12,051
143755.0,20302.0,12,061
1380170.0,191207.0,12,099
215608.0,19372.0,12,109
2622942.0,522143.0,12,086
101857.0,13453.0,12,035
9961.0,2060.0,12,037
10989.0,2963.0,12,047
6773.0,1147.0,12,077
104106.0,10343.0,12,119
43187.0,11042.0,12,039
17593.0,4571.0,12,059
670684.0,104219.0,12,071
330812.0,60266.0,12,083
344693.0,45375.0,12,021
36016.0,9105.0,12,093
480261.0,65101.0,12,101
97459.0,18889.0,12,055
41932.0,9536.0,12,121
33164.0,9920.0,12,027
12400.0,1623.0,12,013
63169.0,12229.0,12,023
14446.0,3109.0,12,029
70824.0,19120.0,12,107
9967.0,2232.0,12,125
349305.0,50094.0,12,081
39046.0,8652.0,12,075
24423.0,4522.0,12,003
500851.0,83660.0,12,127
272572.0,58148.0,12,073
16519.0,4703.0,12,079
88936.0,6382.0,27,141
13430.0,2081.0,27,159
38792.0,5220.0,27,009
96212.0,3957.0,27,019
30218.0,3383.0,27,047
44263.0,5886.0,27,061
35461.0,2885.0,27,085
10755.0,1026.0,27,121
517710.0,82252.0,27,123
9391.0,1637.0,27,149
9341.0,1155.0,27,151
47016.0,6539.0,27,169
11264.0,1802.0,27,033
137786.0,7905.0,27,139
20228.0,1341.0,27,039
21125.0,1399.0,27,157
9072.0,1155.0,27,117
15030.0,2509.0,37,011
243785.0,35996.0,37,021
190605.0,22324.0,37,025
22161.0,4888.0,37,033
41186.0,5735.0,37,059
161417.0,26221.0,37,057
58308.0,16106.0,37,061
281786.0,48907.0,37,063
21386.0,5217.0,37,091
58358.0,10673.0,37,105
210024.0,37167.0,37,129
55126.0,10304.0,37,141
121371.0,26475.0,37,191
33282.0,10480.0,37,165
47235.0,14797.0,37,189
51449.0,13782.0,37,083
152236.0,28123.0,37,001
3582.0,905.0,37,177
29029.0,1961.0,38,089
4099.0,214.0,38,103
2239.0,265.0,38,013
9548.0,1122.0,38,061
30903.0,3033.0,38,105
936.0,103.0,38,007
2419.0,170.0,38,043
3764.0,198.0,38,019
2321.0,315.0,38,037
5823.0,583.0,38,049
1936.0,119.0,38,091
6770.0,2270.0,38,005
4003.0,384.0,38,045
29057.0,2521.0,38,059
4177.0,490.0,38,025
2622.0,253.0,38,051
2946.0,253.0,38,063
14301.0,4523.0,38,079
10725.0,1134.0,38,099
6321.0,569.0,38,009
10495.0,1025.0,38,003
65073.0,11507.0,38,035
10625.0,1361.0,38,053
9371.0,923.0,38,055
4193.0,766.0,38,069
2514.0,169.0,38,075
3167.0,242.0,38,011
87176.0,6745.0,38,015
1861.0,130.0,38,047
1753.0,72.0,38,065
19520.0,2108.0,38,093
11112.0,1217.0,38,071
3272.0,306.0,38,031
2214.0,161.0,38,039
1388.0,235.0,38,083
665.0,67.0,38,087
50417.0,3965.0,39,159
27729.0,5735.0,39,131
18878.0,2083.0,39,125
24448.0,6023.0,01,025
220452.0,46982.0,01,101
16923.0,2586.0,01,067
40372.0,9431.0,01,123
5544.0,426.0,02,016
7638.0,1874.0,02,188
8799.0,796.0,02,220
13510.0,1453.0,02,130
4945.0,815.0,02,070
31859.0,2365.0,02,110
5541.0,1304.0,02,290
2066.0,233.0,02,068
2106.0,260.0,02,105
2383.0,237.0,02,275
976120.0,186299.0,04,019
32972.0,7419.0,04,009
117212.0,22184.0,04,003
70874.0,25658.0,04,001
196959.0,40330.0,04,027
105589.0,31575.0,04,017
15032.0,3340.0,05,021
17490.0,4851.0,05,043
17171.0,3357.0,05,121
36681.0,6409.0,05,009
8341.0,1131.0,21,077
50258.0,7286.0,22,115
23697.0,4612.0,22,085
30683.0,6020.0,22,053
12343.0,1923.0,22,125
13597.0,3406.0,22,013
6734.0,601.0,22,023
23246.0,3990.0,22,075
44472.0,11756.0,22,117
61011.0,12579.0,22,001
243579.0,27094.0,22,103
248234.0,55675.0,22,017
116050.0,13320.0,22,005
72616.0,14437.0,22,045
10483.0,2895.0,22,091
26846.0,7097.0,22,031
134460.0,19472.0,22,063
38306.0,11401.0,22,069
9167.0,1875.0,22,025
19084.0,6017.0,22,041
14822.0,4035.0,22,049
51963.0,6522.0,22,089
4774.0,1615.0,22,107
56547.0,9447.0,23,017
12064.0,3859.0,05,041
95184.0,19639.0,05,051
59367.0,11620.0,05,115
6734.0,1622.0,05,147
14262.0,3866.0,05,067
12387.0,2925.0,05,137
40473.0,5600.0,05,005
42953.0,7621.0,05,055
19688.0,6588.0,05,107
21383.0,3738.0,05,149
13141.0,1424.0,55,011
112396.0,16675.0,55,063
133387.0,14825.0,55,073
29001.0,2804.0,55,121
83506.0,7384.0,55,027
21134.0,3098.0,55,125
79169.0,8143.0,55,071
15083.0,2402.0,55,013
27296.0,2451.0,55,029
98689.0,8497.0,55,039
7209.0,965.0,55,091
17292.0,2373.0,55,103
22939.0,2646.0,55,137
16616.0,1863.0,55,065
38196.0,4572.0,55,093
49360.0,3129.0,55,015
163058.0,24708.0,55,059
8474.0,499.0,56,019
94110.0,9812.0,56,021
22524.0,1650.0,56,039
26920.0,4627.0,48,407
39646.0,5367.0,48,459
41944.0,7986.0,48,473
45531.0,4795.0,48,493
22587.0,3540.0,48,219
153888.0,12148.0,48,329
19389.0,2672.0,48,299
30792.0,5078.0,48,147
195145.0,52652.0,48,041
19357.0,2076.0,48,165
21348.0,3359.0,48,179
81398.0,13665.0,18,067
13180.0,4411.0,21,025
36740.0,6758.0,21,083
18194.0,4398.0,21,099
12520.0,3080.0,21,031
8556.0,1539.0,21,223
18326.0,3476.0,21,097
4489.0,753.0,21,105
6913.0,1030.0,21,143
20251.0,5138.0,21,231
13361.0,3773.0,21,135
13962.0,2262.0,21,221
25197.0,3636.0,21,239
10584.0,3435.0,21,131
48819.0,9139.0,21,113
15702.0,3519.0,21,127
9234.0,1282.0,21,139
63875.0,11342.0,21,145
43577.0,5600.0,21,211
34003.0,9191.0,21,235
62503.0,6531.0,27,035
6491.0,761.0,27,107
128708.0,7150.0,27,171
30865.0,3655.0,27,103
36269.0,3141.0,27,041
5877.0,676.0,27,051
27367.0,2339.0,27,079
52467.0,3137.0,27,025
15245.0,1767.0,27,127
24053.0,3253.0,27,153
43159.0,8247.0,27,007
18517.0,1910.0,27,055
6783.0,574.0,27,073
56734.0,5497.0,27,111
17757.0,1387.0,27,161
337908.0,24864.0,27,003
146377.0,19983.0,27,145
5620.0,652.0,27,081
24497.0,3396.0,27,083
25218.0,2970.0,27,095
244976.0,12496.0,27,163
34478.0,4507.0,27,017
15741.0,2130.0,27,065
4085.0,664.0,30,071
580.0,94.0,31,009
1893.0,198.0,31,049
803.0,95.0,31,113
5013.0,603.0,31,169
29708.0,3314.0,31,001
5250.0,394.0,31,011
1353.0,141.0,31,149
3027.0,402.0,31,163
6339.0,603.0,31,093
1937.0,112.0,31,073
170421.0,10597.0,31,153
1966.0,246.0,31,015
5439.0,551.0,31,059
641.0,104.0,31,091
15652.0,1413.0,31,159
3540.0,367.0,31,181
8012.0,697.0,31,023
437.0,35.0,31,005
787878.0,140334.0,39,061
1203356.0,205186.0,39,049
59109.0,10299.0,39,101
91235.0,12379.0,39,157
111893.0,14207.0,39,169
43108.0,7179.0,39,015
361674.0,49134.0,39,017
15238.0,2756.0,39,067
57551.0,8958.0,39,083
165642.0,20814.0,39,089
113957.0,18849.0,39,139
13019.0,2767.0,39,163
27717.0,3873.0,39,019
73352.0,9877.0,39,063
199067.0,20968.0,39,025
147210.0,15010.0,39,045
37701.0,5129.0,39,039
42540.0,8822.0,39,071
27366.0,2783.0,39,069
65132.0,11208.0,39,081
154946.0,23293.0,39,133
33813.0,2648.0,39,137
65224.0,9839.0,39,013
40597.0,6169.0,39,027
28041.0,5207.0,39,047
35496.0,7322.0,39,127
52003.0,6324.0,39,129
38280.0,4061.0,39,097
83591.0,14564.0,39,119
58761.0,7757.0,39,143
28019.0,3449.0,39,161
59219.0,9275.0,39,167
45200.0,3973.0,39,011
51361.0,6344.0,39,037
40377.0,4464.0,39,123
29273.0,4574.0,39,065
32206.0,7409.0,39,079
57994.0,7467.0,39,077
55368.0,17301.0,39,009
27657.0,6770.0,39,001
173981.0,11532.0,39,103
424631.0,87717.0,39,095
11815.0,1409.0,39,121
52779.0,8209.0,39,147
365197.0,51534.0,39,151
36173.0,5058.0,39,031
186236.0,9034.0,39,041
93201.0,6399.0,39,055
27997.0,4655.0,39,073
226093.0,19231.0,39,085
71189.0,13419.0,39,141
1232253.0,227740.0,39,035
42806.0,5504.0,39,075
102555.0,11374.0,39,109
14245.0,2679.0,39,111
200895.0,35115.0,39,155
122376.0,16797.0,39,173
51027.0,7859.0,39,005
4729.0,855.0,40,043
3773.0,522.0,40,059
43666.0,5382.0,40,083
19833.0,4762.0,05,019
7471.0,2139.0,05,095
24337.0,5970.0,05,103
18266.0,3587.0,05,001
27397.0,4789.0,05,015
386191.0,69467.0,05,119
63263.0,15561.0,06,033
8761.0,1483.0,06,049
17706.0,1905.0,06,027
420739.0,66880.0,06,083
168279.0,40552.0,06,025
1577618.0,189590.0,06,001
137140.0,12086.0,06,055
836561.0,104180.0,06,075
65671.0,11430.0,24,001
543203.0,33168.0,24,003
89555.0,5400.0,24,009
1018395.0,69889.0,24,031
107618.0,8440.0,24,037
31980.0,5435.0,24,019
100806.0,10729.0,24,015
211875.0,17433.0,25,001
122336.0,15136.0,25,003
495308.0,39602.0,25,023
673446.0,45372.0,25,021
10555.0,1083.0,25,019
148288.0,16078.0,26,115
44375.0,8261.0,26,059
25867.0,5136.0,26,127
30122.0,7289.0,26,035
2181.0,371.0,26,083
266865.0,26511.0,26,139
28342.0,4615.0,26,007
82000.0,10065.0,26,111
20704.0,4135.0,26,129
13552.0,2326.0,26,039
35836.0,6807.0,26,057
93420.0,13434.0,26,091
21150.0,2859.0,06,011
132716.0,28661.0,06,031
946765.0,254872.0,06,019
3094893.0,385556.0,06,059
94349.0,16535.0,06,101
701338.0,124587.0,06,077
12210.0,1369.0,08,007
6361.0,1086.0,08,055
17393.0,1673.0,08,015
56525.0,6274.0,08,045
793.0,65.0,08,079
2328.0,342.0,08,115
4304.0,772.0,08,027
475099.0,61265.0,08,001
7255.0,836.0,08,065
17442.0,1507.0,08,097
2021.0,229.0,08,017
1789.0,346.0,08,033
316186.0,41640.0,08,069
7736.0,923.0,08,113
619761.0,98682.0,40,143
50781.0,7325.0,40,147
2703.0,433.0,40,057
12722.0,2574.0,40,061
37838.0,7656.0,40,111
46397.0,6948.0,40,113
6119.0,1195.0,40,067
60789.0,7980.0,40,047
27226.0,5070.0,40,049
42556.0,7450.0,40,121
36708.0,6661.0,40,123
3709.0,473.0,40,129
20102.0,2568.0,40,153
46379.0,10380.0,40,021
40852.0,8086.0,40,041
4083.0,627.0,40,045
53157.0,6759.0,40,051
71816.0,18943.0,40,119
68033.0,12334.0,40,125
69783.0,10491.0,40,037
7247.0,1581.0,40,141
11324.0,1803.0,40,149
5921.0,956.0,40,033
8956.0,1938.0,40,075
48469.0,11061.0,40,079
32573.0,7705.0,40,089
7603.0,1031.0,40,093
40223.0,8454.0,40,097
748436.0,132442.0,40,109
27708.0,4459.0,40,039
9607.0,1219.0,40,085
21586.0,3030.0,40,009
14840.0,4230.0,40,023
25025.0,4206.0,40,065
34121.0,5125.0,40,081
16190.0,2360.0,40,117
24661.0,5615.0,40,133
2234.0,351.0,40,025
8105.0,1144.0,40,011
5661.0,1112.0,40,029
4384.0,401.0,40,053
15162.0,1279.0,40,073
36919.0,3530.0,40,087
15743.0,2613.0,40,095
11355.0,1449.0,40,103
10296.0,1941.0,40,105
88543.0,8297.0,40,131
40721.0,10157.0,40,135
4729.0,589.0,40,003
8286.0,1059.0,40,151
259817.0,32583.0,40,027
11268.0,2957.0,40,107
12229.0,2690.0,40,005
25012.0,4655.0,41,061
317223.0,54411.0,41,047
105864.0,19701.0,41,019
21504.0,4355.0,41,031
76769.0,11916.0,41,053
169770.0,23622.0,41,017
24084.0,1221.0,08,039
10003.0,1459.0,08,125
29157.0,3522.0,08,117
29039.0,4890.0,08,029
10870.0,1687.0,26,097
34341.0,7821.0,26,061
11017.0,3001.0,26,085
12768.0,1729.0,26,141
249686.0,43657.0,26,077
47209.0,8596.0,26,123
130821.0,22245.0,26,025
618991.0,92049.0,26,081
188941.0,33795.0,26,145
104690.0,16515.0,26,017
35970.0,5961.0,26,041
12641.0,2139.0,27,071
32418.0,3801.0,27,097
35963.0,3396.0,27,147
15467.0,1978.0,27,001
8303.0,761.0,27,101
41813.0,4732.0,27,067
9337.0,998.0,27,133
3305.0,305.0,27,155
1186944.0,141453.0,27,053
11875.0,1285.0,27,023
8591.0,1435.0,27,029
37939.0,2732.0,27,059
38712.0,5403.0,27,099
147717.0,13635.0,27,109
111787.0,12518.0,09,015
159157.0,11193.0,09,007
22100.0,4532.0,12,133
554061.0,77357.0,12,009
313583.0,42342.0,12,069
623485.0,110225.0,12,105
12092.0,2500.0,12,043
40794.0,9325.0,12,063
439311.0,53025.0,12,117
175670.0,27363.0,12,005
13524.0,2068.0,12,045
309282.0,60243.0,12,097
59405.0,10357.0,12,131
11542.0,1825.0,12,065
25421.0,6716.0,12,049
1223236.0,212105.0,12,095
15656.0,3730.0,12,041
241136.0,58387.0,12,001
165780.0,20511.0,12,015
150573.0,17758.0,12,085
392290.0,43281.0,12,115
137723.0,24409.0,12,017
157279.0,19331.0,12,113
1848230.0,265521.0,12,011
75673.0,9815.0,12,087
4302.0,481.0,27,069
5396.0,1209.0,27,087
9838.0,1115.0,27,173
62015.0,11323.0,27,013
3842.0,312.0,27,077
,,72,077
,,72,001
,,72,067
,,72,105
,,72,013
,,72,054
,,72,099
,,72,123
,,72,153
,,72,023
,,72,083
,,72,149
,,72,003
,,72,041
,,72,089
,,72,107
,,72,037
10497.0,1610.0,01,037
48338.0,9897.0,01,045
14889.0,3858.0,01,065
101829.0,18713.0,01,055
70108.0,13872.0,01,049
35290.0,8894.0,01,053
13922.0,3322.0,01,075
